,drift_score,is_drifted
sensor_153,0.14622662700676953,0
sensor_308,0.14547462122534235,0
sensor_491,0.14453563778594197,0
sensor_574,0.14344189508228752,0
sensor_522,0.14290788504491714,0
sensor_391,0.14285877477100067,0
sensor_174,0.14133092086684024,0
sensor_172,0.14116721345412256,0
sensor_205,0.14080543785407046,0
sensor_282,0.13998053301660723,0
sensor_354,0.13972488769737015,0
sensor_576,0.1389139683176455,0
sensor_437,0.1385691860802854,0
sensor_445,0.13836229190303434,0
sensor_218,0.13704644588698492,0
sensor_219,0.13678405414366152,0
sensor_195,0.1365988567452011,0
sensor_24,0.1351435654402402,0
sensor_346,0.13513569719009177,0
sensor_96,0.13422925518775802,0
sensor_147,0.13334027018330702,0
sensor_270,0.13303074442954446,0
sensor_356,0.1328614396991839,0
sensor_61,0.1326663034057175,0
sensor_211,0.13256787266637066,0
sensor_296,0.13248363248022815,0
sensor_10,0.13206189633813403,0
sensor_554,0.13165868058988442,0
sensor_420,0.13075850432360617,0
sensor_73,0.1305448339939366,0
sensor_341,0.12970442090549816,0
sensor_161,0.12767595661868067,0
sensor_309,0.1263963989617486,0
sensor_477,0.12630030418475102,0
sensor_307,0.12615886749070176,0
sensor_580,0.12576323482788365,0
sensor_145,0.1256355858213648,0
sensor_57,0.12528975941745274,0
sensor_558,0.12423197345522358,0
sensor_345,0.12401023845336512,0
sensor_472,0.12398436427436901,0
sensor_413,0.12238815034486507,0
sensor_467,0.1223292243540344,0
sensor_298,0.12091625657278171,0
sensor_196,0.12084083720235525,0
sensor_563,0.12059886600771674,0
sensor_203,0.12027236535456032,0
sensor_200,0.11907254345784896,0
sensor_579,0.11876009816711582,0
sensor_475,0.11831313783417098,0
sensor_0,0.11814479952149234,0
sensor_367,0.11787495188860234,0
sensor_273,0.11685428446957807,0
sensor_37,0.1165846995425543,0
sensor_423,0.11623581879080391,0
sensor_428,0.11519954494456944,0
sensor_349,0.11512937438543477,0
sensor_197,0.11455171703563875,0
sensor_425,0.11303541862647197,0
sensor_51,0.11159439115453135,0
sensor_94,0.1113930795937162,0
sensor_126,0.11100433397644503,0
sensor_130,0.11066777320986695,0
sensor_300,0.11020227711466792,0
sensor_33,0.10965261188321676,0
sensor_540,0.10891192617477127,0
sensor_131,0.10808344537851927,0
sensor_486,0.10682927663945112,0
sensor_268,0.10547151618397815,0
sensor_483,0.1049762418825819,0
sensor_567,0.1049584985204411,0
sensor_117,0.10328604235464156,0
sensor_163,0.10299539802049221,0
sensor_384,0.1022628198103347,0
sensor_253,0.10185580510305547,0
sensor_586,0.10064207504613208,0
sensor_95,0.10006394780130687,0
sensor_525,0.09817458299844406,0
sensor_137,0.09810848922912033,0
sensor_551,0.09773025856736176,0
sensor_155,0.09596060978515666,0
sensor_32,0.09595273398529745,0
sensor_136,0.09491903185068881,0
sensor_9,0.09401043768768194,0
sensor_368,0.09323300406917245,0
sensor_496,0.09292989226135279,0
